OBJECTID,COUNTY,COUNTY_ID,DESIGNATIO,DESCRIPTIO,HWY_NAME,BILL,DEDICATED,EFFECTIVE_,District,Local_Name,BILL_URL,CreationDa,Creator,EditDate,Editor,MemId,Shape_Leng,LOCAL_RES,GlobalID,Shape__Length,Matched Name,dept_url,url,name,age,tour,badge,cause,weapon,incident_description,bio_section_raw,incident_details_raw,wikipedia_url_sam,Does_Sam_Think_is_real,dob_sam,status,match_confidence,validated,validation_notes,summary,education,dod_sam,place_of_birth,place_of_death,gender_sam,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music,name_sam
247,Glades,5,Mamie Langdale Memorial Bridge,"The new U.S. Highway 27 bridge in the city of Moore Haven in Glades County is designated as ""Mamie Langdale Memorial Bridge.""",,CS/SB 676,2003/07/14 05:00:00+00,2003,1,,,,,,,189,,0,e08fdaae-01f4-4c2c-a80a-c4a101b55334,796.155325017408,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Moore_Haven%2C_Florida,no,,Found,16.1,TRUE,seq=7.1; last-mismatch:-4; fl:+10; us:+5,"The provided content describes Moore Haven, a city in Florida, rather than a biographical subject. It highlights historical events such as being home to the first woman mayor in the Southern United States and its development influenced by railroads and hurricanes. The city is noted for its geography along Lake Okeechobee and its climate, as well as demographic data from 2010. No individual's birth, death, profession, or personal achievements are detailed in the given text.",,,not found,not found,not found,no,no,no,no,Mamie Langdale
248,Highlands,9,Purple Heart Memorial Highway,"That portion of U.S. Highway 27 that lies within Highlands County is designated as ""Purple Heart Memorial Highway.""",US-27,HB 385,2005/07/01 05:00:00+00,2005,1,,,,,,,190,,0,a8844354-1f14-42f1-baa8-1a55c78807fe,85537.0538315269,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Thomas_R._Norris,no,1944-01-14,Found,50,TRUE,seq=4.3; last-mismatch:-4; human:+40; fl:+10,"Thomas R. Norris was a highly decorated United States Navy SEAL and later an FBI agent, born on January 14, 1944. He is best known for his heroic actions during the Vietnam War, particularly the 1972 ground rescue of two downed pilots behind enemy lines, for which he received the Medal of Honor. Norris also conducted critical intelligence-gathering missions and was one of the most celebrated SEALs of his era. After his military career, he transitioned to law enforcement, serving in the FBI until his retirement in 1979 due to injuries sustained in combat.","['University of Maryland, College Park', 'Bachelor of Science in Sociology']",,"Jacksonville, Florida, United States",not found,male,no,no,yes,no,Purple Heart
249,Lee,12,Harry Stringfellow Road,"That portion of C.R. 767 on Pine Island in Lee County, Florida is designated as ""Harry Stringfellow Road.""",,HB 2164,1963/06/18 05:00:00+00,1963,1,,,,,,,191,,1,459dcc17-b032-4ed5-a6f5-b4725f0fdbe3,26290.4909605603,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Jesse_Owens,no,1913-09-12,Found,55,TRUE,seq=4.1; last-mismatch:-4; human:+40; fl:+10; us:+5,"Jesse Owens was an American track and field athlete born on September 12, 1913, in Oakville, Alabama, USA. He achieved international fame by winning four gold medals at the 1936 Berlin Olympics, defying Adolf Hitler's Aryan supremacy ideology. Owens set multiple world records in sprinting and long jump during his career at Ohio State University and beyond. He passed away on March 31, 1980, leaving a legacy as one of the greatest athletes in history and a symbol of racial equality in sports.",['Ohio State University'],1980-03-31,"Oakville, Alabama, USA","Tucson, Arizona, USA",male,yes,no,no,no,Harry Stringfellow
250,Lee,12,Matanzas Pass Bridge,"The bridge on S.R. 865 in Lee County that lies between the City of Ft. Myers and the City of Ft. Myers Beach and spans the waters of Matanzas Pass is designated as the ""Matanzas Pass Bridge.""",,HB 1144,1980/06/25 05:00:00+00,1980,1,,,,,,,192,,1,8524957f-f7ee-4c56-b99e-d1d8890596cc,531.981597569835,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Manuel_de_Montiano,no,1685-01-01,Found,30.5,TRUE,seq=6.5; last-mismatch:-4; human:+40; fl-miss:-10,"Manuel de Montiano was an 18th-century Spanish military officer and colonial administrator born around 1685. He served as the Governor of Spanish Florida from 1737 to 1740, where he played a key role during the War of Jenkins' Ear, defending St. Augustine against British forces. Later, he became Governor of Panama, continuing his military and administrative career in Spain's New World colonies. His leadership during the British siege of St. Augustine in 1740 marked a significant moment in colonial North American history.",,,not found,not found,male,no,yes,yes,no,Matanzas Pass
251,Lee,12,McGregor Boulevard State Historic Highway,"That portion of S.R. 867 from its intersection with U.S. 41 in Fort Myers south to its intersection with College Parkway in Fort Myers is designated as ""McGregor Boulevard State Historic Highway.""",SR-867,SB 620,1975/07/01 05:00:00+00,1975,1,,,,,,,193,,1,410f7cd1-68a2-483c-8890-49787a653da5,11583.2106167514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Lee,12,Michael G. Rippe Parkway,"That portion of S.R. 739 in Lee County known as Metro Parkway Extension between Six Mile Cypress Parkway and U.S. 41/Alico Road is designated as ""Michael G. Rippe Parkway.""",SR-739,HB 5,2010/07/01 05:00:00+00,2010,1,,,,,,,194,,1,b319e141-12be-46bf-a1cc-5ffcadb3c62e,5009.90264597205,,,,,,,,,,,,,https://en.wikipedia.org/wiki/John_Yarbrough_Linear_Park,no,,Found,10,TRUE,seq=3.8; last-mismatch:-4; fl:+10,"The provided content describes John Yarbrough Linear Park, a recreational trail and green space, rather than a biographical subject. No personal details about an individual named John Yarbrough are included in the text. The park itself is a public amenity featuring natural areas, walking paths, and points of interest like Filter Marsh. Historical context or the namesake’s background is not provided in the given excerpt.",,,not found,not found,not found,no,no,no,no,Michael G. Rippe
253,Manatee,13,Anna Maria Island Bridge,"The bridge on S.R. 64 between Perico island and Anna Maria island is named ""Anna Maria Island Bridge.""",SR-65,HB 1387,1965/06/08 05:00:00+00,1965,1,,,,,,,195,,0,2b04e57f-499f-4d62-ba33-635c437dd618,1075.35878172198,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Johnny_Lattner,no,1932-10-24,Found,56.7,TRUE,seq=7.7; last-mismatch:-4; human:+40; fl:+10; us:+5,"Johnny Lattner (1932–2016) was an American football halfback who won the Heisman Trophy in 1953 while playing for the University of Notre Dame. Known for his versatility and speed, he also earned All-American honors and played briefly in the NFL for the Pittsburgh Steelers and Chicago Cardinals. After his athletic career, Lattner entered politics, serving as a Republican in the Illinois House of Representatives from 1963 to 1975. He also served in the U.S. Air Force during the Korean War, adding to his legacy as a multi-faceted public figure.","['Fenwick High School', ""University of Notre Dame, Bachelor's Degree""]",2016-02-12,"Chicago, Illinois, USA","Northbrook, Illinois, USA",male,yes,yes,yes,no,Anna Maria Island
254,Manatee,13,H. E. Boyd Bridge,"That bridge on S.R. 55 crossing Terra Ceia Bay and connecting Terra Ceia Island with the mainland of Manatee County is designated as the ""H. E. Boyd Bridge.""",US-19,HB 996,1955/05/30 05:00:00+00,1955,1,,,,,,,196,,0,8e5373fb-24e1-45eb-b712-91588eabcd55,120.210373973412,,,,,,,,,,,,,https://en.wikipedia.org/wiki/H._E._Boyd,no,,Found,75,TRUE,seq=20.0; human:+40; fl:+10; us:+5,"H. E. Boyd was an American businessman and entrepreneur best known for founding the Boyd Theatre chain in the early 20th century. His theaters became prominent cultural hubs, particularly in African American communities during the era of racial segregation. Boyd played a key role in providing entertainment venues that catered to Black audiences when few alternatives existed. Though details of his birth and death dates remain largely undocumented, his legacy endures in the history of African American cinema and business leadership.",,,not found,not found,male,no,no,no,no,H. E. Boyd
255,Manatee,13,Longboat Key Bridge,"The bridge on S.R. 789 between Anna Maria Island and Longboat Key is named ""Longboat Key Bridge.""",,HB 1387,1965/06/08 05:00:00+00,1965,1,,,,,,,197,,0,76233cc6-4218-4031-8576-5c8f2f9de993,734.58048718826,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Lou_Bender,no,1909-01-01,Found,56.3,TRUE,seq=7.3; last-mismatch:-4; human:+40; fl:+10; us:+5,"Lou Bender (1909–1996) was an American basketball pioneer known for his role in popularizing the sport during its early years. He played professionally in the 1930s and was a key figure in the rise of basketball as a major sport in the United States. After retiring from basketball, Bender pursued a successful career as a lawyer. His contributions to both sports and law left a lasting impact on American culture and athletics.","['Columbia Law School, Juris Doctor', ""Columbia University, Bachelor's degree""]",1996-01-01,"New York City, New York, United States",not found,male,yes,no,no,no,Longboat Key
256,Manatee,13,Palma Sola Bridge,"The bridge on S.R. 64 between Perico Island and the mainland is designated as ""Palma Sola Bridge.""",,HB 1387,1965/06/08 05:00:00+00,1965,1,,,,,,,198,,0,3a0c459e-46e6-4927-bf48-6915f18babf6,68.8887134223066,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Jennie_Kidd_Trout,no,1841-04-21,Found,50,TRUE,seq=3.0; last-mismatch:-4; human:+40; fl:+10,"Jennie Kidd Trout was born on April 21, 1841, and died on November 10, 1921. She became the first woman licensed to practice medicine in Canada in 1875, marking a historic milestone for women in the medical profession. Trout was a physician and advocate for women’s health, establishing a free dispensary for the poor in Toronto. Her pioneering work opened doors for future generations of women in medicine and healthcare.","[""Toronto School of Medicine (Women's Medical College), MD, 1875"", 'Normal School (teacher training), Ontario']",1921-11-10,"Kelso, Scotland, United Kingdom","Hollywood, California, United States",female,no,no,no,no,Palma Sola
257,Manatee,13,Southeastern Guide Dog Memorial Overpass,"The overpass on 77th Avenue East, Bridge Number 130090 over I-275 in Manatee County is designated as ""Southeastern Guide Dog Memorial Overpass.""",,HB 385,2005/07/01 05:00:00+00,2005,1,,,,,,,199,,0,e6d8372b-c179-4dd8-a86f-e54235a74f64,245.555214854339,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Ron_Bass_%28wrestler%29,no,1948-03-19,Found,50,TRUE,seq=4.0; last-mismatch:-4; human:+40; fl:+10,"Ron Bass was an American professional wrestler born on March 19, 1948, known for his imposing presence and rugged in-ring style. He began his career in 1971 within the National Wrestling Alliance (NWA), where he became a prominent figure and held multiple regional championships. In the late 1980s, Bass transitioned to the World Wrestling Federation (WWF), where he gained further recognition as a formidable heel (villain) wrestler. He retired from wrestling in the early 1990s and passed away on March 7, 2017, leaving behind a legacy as one of the toughest competitors of his era.",,2017-03-07,not found,not found,male,yes,no,no,no,Southeastern Guide Dog
258,Manatee,13,Trooper Jeffery Dale Young Memorial Bridge,"The bridge on I-75, that spans the Manatee River is designated as the ""Trooper Jeffrey Dale Young Memorial Bridge.""",I-75,SB 32,1988/04/12 05:00:00+00,1988,1,,,,,,,200,,0,b4fbac9a-774b-4cf2-ae21-14ca22c126a0,1329.45219078696,Trooper Jeffery Dale Young,https://www.odmp.org/agency/1281-florida-highway-patrol-florida,https://www.odmp.org/officer/14628-trooper-jeffrey-dale-young,Trooper Jeffrey Dale Young,28,3 years,Not available,Gunfire,Officer's handgun,"JEFFREY DALE YOUNG Trooper Jeffrey Young was shot and killed with his own weapon during a traffic stop in Manatee, Florida. Trooper Young was a member of the narcotics squad and was attempting to arrest a drug courier during a traffic stop. Two suspects were en route to Detroit, Michigan, on I-75 when they were stopped by Trooper Young. Consent was given to search the vehicle, during which Trooper Young discovered a substantial amount of cocaine. The amount was later determined to be 340 grams of crack cocaine. A violent struggle between the Trooper and suspects ensued, and one of the suspects gained control of Trooper Young's revolver and shot him in the face at point-blank range. The 42-year-old shooter and his 40-year-old accomplice were apprehended three hours later in a nearby swamp. The shooter was convicted of first-degree murder and sentenced to death. As of November 28, 2020, now 75, he remains on death row. Trooper Young served with the Florida Highway Patrol for three years and was assigned to Troop F. He was well known for his ability to spot a drug trafficker. He was survived by his wife and daughter.","BIO Age 28 Tour 3 years Badge Not available INCIDENT DETAILS Cause Gunfire Weapon Officer's handgun Offender Sentenced to death Arrest Attempt, Traffic Stop Powered by Esri Zoom In Zoom Out Expand LODD Mapping FAQs",INCIDENT DETAILS Cause Gunfire Weapon Officer's handgun Offender Sentenced to death,https://en.wikipedia.org/wiki/Amy_Smart,no,1976-03-26,Found,35,TRUE,seq=3.4; last-mismatch:-4; human:+40; fl-miss:-10; us:+5,"Amy Smart is an American actress and former fashion model born on March 26, 1976. She began her career in modeling before transitioning to acting, gaining recognition for roles in films like Varsity Blues (1999) and The Butterfly Effect (2004). Smart has appeared in numerous television series, including Felicity, Shameless, and Justified, as well as independent films. Known for her versatility, she remains active in the entertainment industry with a career spanning over three decades.",,,"Topanga, California, United States",not found,female,no,no,no,no,Trooper Jeffery Dale Young
259,Multiple Counties,0,American Legion Memorial Highway,"That portion of I-75 within the State of Florida is designated as ""American Legion Memorial Highway.""",I-75,HCR 1319,1969/05/13 05:00:00+00,1969,1,,,,,,,201,,0,4c26072d-300d-4a1d-aa67-0c0515c31c5f,858915.655726688,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Charlie_Carlson,no,,Found,58.3,TRUE,seq=9.3; last-mismatch:-4; human:+40; fl:+10; us:+5,"Charlie Carlson is a former U.S. Marine known for his military service and subsequent career in writing and acting. He transitioned from the military to become an author and actor, contributing to various films and literary works. Carlson has also worked as a narrator and producer in the entertainment industry. His career reflects a diverse range of activities spanning military, creative writing, and media production.",,,not found,not found,male,no,no,yes,no,American Legion
260,Multiple Counties,0,Bob Bentley Highway,"That former S.R. 164 that runs from Venus, Florida in Highlands County to Everglades City, Florida in Collier County is designated as ""Bob Bentley Highway.""",SR-29,15647,1931/06/26 05:00:00+00,1931,1,,,,,,,202,,0,e6ec9f70-38c4-4306-a377-b4d5b141bac2,170823.771449916,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Todd_Bentley,no,1976-04-10,Found,69.7,TRUE,seq=15.7; human:+40; fl:+10,"Todd Bentley is a Canadian evangelist and faith healer born on April 10, 1976, known for leading the controversial Lakeland Revival in 2008. He founded Fresh Fire Ministries and gained notoriety for his charismatic preaching and claims of miraculous healings. His career faced significant setbacks due to a highly publicized divorce and admission of sex addiction in 2008. Bentley later attempted a return to ministry but was widely denounced by Christian leaders, marking a polarizing legacy in modern evangelicalism.",,,not found,not found,male,no,no,no,no,Bob Bentley
261,Multiple Counties,0,Cecil M. Webb Highway,"That portion of I-4 that is contructed from St. Petersburg to Daytona Beach, Florida, is designated as the ""Cecil M. Webb Highway.""",I-4,SB 238,1959/05/28 05:00:00+00,1959,1,,,,,,,203,,0,401dbc83-31bb-4667-891d-495442cff824,241756.551783222,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Archibald_Webb,no,,Found,65.9,TRUE,seq=11.9; human:+40; fl:+10,"Archibald Webb was a 19th-century British illustrator known for his detailed engravings and book illustrations. He worked during the Victorian era, contributing to publications by notable authors of the time. Webb's artistic career included collaborations with prominent writers, though specific birth and death dates remain unclear. His work remains a reference for the illustrative style of his period.",,,not found,not found,male,no,no,no,no,Cecil M. Webb
