state,highway_name,route_no,from_location,to_location,county,person_name,wikipedia_url,match_confidence,validated,validation_notes,correct_person,summary,education,dob,dod,place_of_birth,place_of_death,gender,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music,odmp_url,odmp_name,odmp_bio,odmp_age,odmp_tour,odmp_badge,odmp_cause,odmp_end_of_watch,odmp_incident_details,odmp_fuzzy_score
Ohio,Ohio Valley Vietnam Veterans Memorial Highway,State Route 7,The northbound and southbound lanes of SR 7 from the southern boundary of the municipal corporation of Martins Ferry to the northern boundary of the Village of Bellaire in Belmont County.,,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,Sergeant Sylvester Antolak Medal of Honor Recipient Memorial Highway.,Interstate Route 70,"In addition to any other name prescribed in the Revised Code or otherwise, that portion of interstate route seventy commencing at mile marker two hundred sixteen and eight- tenths and proceeding in an easterly direction to mile marker two hundred seventeen and eight-tenths, within Belmont county, shall be known as the ""Sergeant Sylvester Antolak Medal of Honor Recipient Memorial Highway.""",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,SSG Garren Ray Goudy Memorial Highway,State Route 7,"The northbound and southbound lanes of SR 7, between the northern border of Powhatan Point, Ohio and Pipe Creek Road, in Belmont County",,,SSG Garren Ray Goudy,,0.0,false,no-candidates,,,,,,,,,,,,,,,,,,,,,,
Ohio,Byers Brothers Memorial Highway,State Route 800,"The portion of SR 800, running in a northerly and southerly direction, between SR 148 and Mann Ridge Road, in Belmont County",,,Byers Brothers,https://en.wikipedia.org/wiki/John_Byers_Anderson,59.9,true,seq=10.9; last-mismatch:-4; human:+40; state(Ohio):+10; us:+5,false,"[UNVERIFIED] The highway is named 'Byers Brothers Memorial Highway' in Ohio, implying it honors multiple individuals (the Byers brothers). The Wikipedia article is for 'John Byers Anderson,' whose name does not match the 'Byers' surname and there is no indication in the provided text that he is connected to the Byers brothers or the memorial highway.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Ohio,The Atlantic and Pacific Highway,State Highway 7,"The road known as state highway number seven, extending along the Ohio river between Cincinnati, Ohio, and Gallipolis, Ohio, and through the counties of Hamilton, Clermont, Brown, Adams, Scioto, Lawrence, and Gallia and through the municipal corporations of Cincinnati, New Richmond, Neville, Higginsport, Ripley, Aberdeen, Manchester, Portsmouth, Ironton, Protorville, and Gallipolis is designated as ""the Atlantic and Pacific highway."" In Rome township, Lawrence county, the said Atlantic and Pacific highway shall follow state highway number five hundred and nine instead of number seven.",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,Brown County Vietnam Veterans Memorial Highway,U.S. Route 52,"In addition to any other name prescribed i n the Revised Code or otherwise, the portion of the road known as United State route number fifty-two running in an easterly and westerly direction across the entire southern portion of Brown county shall be known as the ""Brown County Vietnam Veterans Memorial Highway.""",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,George Washington Highway,U.S. Route 50,"The highway known as United States route number fifty and alternate fifty, extending across the entire southern portion of the state through the counties of Washington, Athens, Vinton, Ross, Highland, Brown, Clermont, and Hamilton, and through the municipal corporations of Marietta, Belpre, Athens, Chillicothe, Hillsboro, and Cincinnati shall be known as the ""George Washington Highway.""",,,George Washington,https://en.wikipedia.org/wiki/George_Washington_White,74.0,true,seq=17.0; last-mismatch:-4; human:+40; state(Ohio):+10; us:+5,false,"[UNVERIFIED] The provided Wikipedia article text is only a generic Wikipedia interface and does not contain any content about a person named George Washington White. Without article content, there is no evidence that this person is connected to Ohio or that a highway would be named after them.",[],,,not found,not found,not found,no,no,no,no,https://www.odmp.org/officer/16718-officer-george-washington-hall,Officer George Washington Hall,Officer George Hall was shot and killed when he and his partner attempted to arrest a mentally deranged man who was threatening to kill his wife at 7:30 pm. Officer Hall's partner was wounded but was able to return fire and kill the suspect. Officer Hall was survived by his wife.,47,Not available,Not available,Gunfire,"Monday, August 10, 1891",Cause: Gunfire Weapon: Handgun Offender: Shot and killed,100.0
Ohio,Old Zane Trace Memorial Highway,State Route 41,"The road known as state route number forty-one, running in a northeasterly and southwesterly direction, commencing at the village of Aberdeen, in Brown county, as the junction of United States route number fifty-two, and extending through the counties of Adams, Highland, and Pike to the junction of state route number forty-one with state route number fifty, at the west junction thereof, in Ross county, shall be known as the ""Old Zane Trace Memorial Highway.""",,,Old Zane Trace,,35.0,false,seq=3.3; last-mismatch:-4; human:+40; state-miss(Ohio):-10; us:+5,,,,,,,,,,,,,,,,,,,,,,
Ohio,Ohio Army National Guard Two Hundred Sixteenth Engineering Battalion Memorial Highway,State Route 756,"The road known as state route number seven hundred fifty-six, running in an easterly and westerly direction within Brown and Clermont counties only, shall be known as the ""Ohio Army National Guard Two Hundred Sixteenth Engineering Battalion Memorial Highway.""",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,PFC M. Preston Wheeler Memorial Highway,State Route 125,"The eastbound and westbound lanes of state route number one hundred twenty-five, between mile marker four and mile marker five, in Brown county only, shall be known as the ""PFC M. Preston Wheeler Memorial Highway.""",,,PFC M. Preston Wheeler,,30.0,false,seq=5.9; last-mismatch:-4; human:+40; state-miss(Ohio):-10,,,,,,,,,,,,,,,,,,,,,,
Ohio,Sgt. Anthony Kress Vinnedge Memorial Highway,State Route 129,"The eastbound and westbound lanes of SR 129, between Chapel Road and the border of Indiana, in Butler County",,,Sgt. Anthony Kress Vinnedge,,0.0,false,no-candidates,,,,,,,,,,,,,,,,,,,,,,
Ohio,Forty-second Rainbow Division Memorial Highway,State Route 42,"The road known as state route number forty-two, running in a northeasterly and southwesterly direction across the state through the counties of Cuyahoga, Medina, Wayne, Ashland, Richland, Morrow, Delaware, Union, Madison, Clark, Greene, Warren, Butler, and Hamilton and through the municipal corporations of Cleveland, Medina, Ashland, Mansfield, Mt. Gilead, Delaware, London, Xenia, Lebanon, and Cincinnati shall be known as the ""Forty-second `Rainbow' Division Memorial Highway.""",,,Forty-second Rainbow Division,,35.0,false,seq=5.6; last-mismatch:-4; human:+40; state-miss(Ohio):-10; us:+5,,,,,,,,,,,,,,,,,,,,,,
Ohio,Wright Brothers Memorial Highway,State Route 4,"The road known as state route number four of this state, running in a northeasterly and southwesterly direction, commencing at the city of Cincinnati in Wyoming, Hamilton county, and extending through the counties of Butler, Montgomery, Greene, Clark, Champaign, Union, Delaware, Marion, Crawford, Seneca, Huron, and Erie to the city of Sandusky, and through the municipal corporations of Hamilton, Middletown, Dayton, Springfield, Mechanicsburg, Marysville, Marion, and Bucyrus, shall be known as ""Wright Brothers Memorial Highway.""",,,Wright Brothers,https://en.wikipedia.org/wiki/Katharine_Wright_Haskell,58.2,true,seq=9.2; last-mismatch:-4; human:+40; state(Ohio):+10; us:+5,false,"[UNVERIFIED] The highway is named after the Wright Brothers (aviation pioneers), not Katharine Wright Haskell. While Katharine was their sister and supporter, the memorial highway in Ohio is explicitly for the Wright Brothers, who are directly associated with Ohio and aviation history.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Ohio,Pearl Harbor Memorial Highway,Interstate Route 75,"In addition to the designation in section 5533.24 of the Revised Code, the road known as interstate route seventy-five, running in a southerly direction from the city of Toledo in Lucas county, through the counties of Wood, Hancock, Allen, Auglaize, Shelby, Miami, Montgomery, Warren, and Butler to the city of Cincinnati in Hamilton county, also shall be known as the ""Pearl Harbor Memorial Highway.""",,,Pearl Harbor,https://en.wikipedia.org/wiki/James_R._Ward,55.0,true,seq=4.8; last-mismatch:-4; human:+40; state(Ohio):+10; us:+5,false,"[UNVERIFIED] The provided Wikipedia article text is only a generic navigation menu and does not contain any content about James R. Ward. Without article content, it cannot be confirmed that this is the correct person for the Pearl Harbor Memorial Highway in Ohio, which is typically named for a specific individual associated with the event.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Ohio,Walter 'Smokey' Alston Memorial Highway,State Route 177,"The road known as state route number one hundred seventy-seven, within the community of Darrtown in Butler county only, shall be known as the ""Walter 'Smokey' Alston Memorial Highway.""",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,Governor William Bebb Bicentennial Roadway,State Route 126,"The road known as state route number one hundred twenty-six, commencing in the community of Venice in Butler county and extending westward to the Indiana border, shall be known as the ""Governor William Bebb Bicentennial Roadway.""",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,Butler County Veterans Highway,State Route 129,"The road known as state route number one hundred twenty-nine, beginning in Butler county at the junction with interstate number seventy-five and extending westward through the municipal corporation of Hamilton to the Indiana border, shall be known as the ""Butler County Veterans Highway.""",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,"LCpl. Timothy Michael Bell, Jr. Memorial Highway",U.S. Route 42,"The northbound and southbound lanes of USR 42, between Fields Ertel Road and West Chester Road, in Butler County",,,"LCpl. Timothy Michael Bell, Jr",https://en.wikipedia.org/wiki/Fred_Phelps,50.0,true,seq=3.9; last-mismatch:-4; human:+40; mil:+15; state-miss(Ohio):-10; us:+5,false,"[UNVERIFIED] The Wikipedia article is about Fred Phelps, a controversial pastor known for founding the Westboro Baptist Church, which is unrelated to a memorial highway in Ohio named after LCpl. Timothy Michael Bell, Jr., a U.S. Marine. The subject's background does not align with a military memorial.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Ohio,Sheriff Dale R. Williams Memorial Highway,State Route 39,SR 39  between Dellroy and Carrollton,,,Dale R. Williams,https://en.wikipedia.org/wiki/George_R._Dale,52.0,true,seq=8.0; last-mismatch:-4; human:+40; le:+15; state-miss(Ohio):-10; us:+5,false,"[UNVERIFIED] The highway is named after Sheriff Dale R. Williams, but the Wikipedia article is for George R. Dale, a different person. The article does not mention any connection to law enforcement, Ohio, or a memorial highway.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Ohio,Wright Brothers Memorial Highway,State Route 4,"The road known as state route number four of this state, running in a northeasterly and southwesterly direction, commencing at the city of Cincinnati in Wyoming, Hamilton county, and extending through the counties of Butler, Montgomery, Greene, Clark, Champaign, Union, Delaware, Marion, Crawford, Seneca, Huron, and Erie to the city of Sandusky, and through the municipal corporations of Hamilton, Middletown, Dayton, Springfield, Mechanicsburg, Marysville, Marion, and Bucyrus, shall be known as ""Wright Brothers Memorial Highway.""",,,Wright Brothers,https://en.wikipedia.org/wiki/Katharine_Wright_Haskell,58.2,true,seq=9.2; last-mismatch:-4; human:+40; state(Ohio):+10; us:+5,false,"[UNVERIFIED] The highway is named after the Wright Brothers (aviation pioneers), not Katharine Wright Haskell. While Katharine was their sister and supporter, the memorial highway in Ohio is explicitly for the Wright Brothers, who are directly associated with Ohio and aviation history.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Ohio,Army Corporal Charles E. Hiltibran Memorial Highway,U.S. Route 68,"The northbound and southbound lanes of U.S. Route 68, between Dallas Road and Hickory Grove Road, in Champaign County",,,Army Corporal Charles E. Hiltibran,,0.0,false,no-candidates,,,,,,,,,,,,,,,,,,,,,,
Ohio,Forty-second Rainbow Division Memorial Highway,State Route 42,"The road known as state route number forty-two, running in a northeasterly and southwesterly direction across the state through the counties of Cuyahoga, Medina, Wayne, Ashland, Richland, Morrow, Delaware, Union, Madison, Clark, Greene, Warren, Butler, and Hamilton and through the municipal corporations of Cleveland, Medina, Ashland, Mansfield, Mt. Gilead, Delaware, London, Xenia, Lebanon, and Cincinnati shall be known as the ""Forty-second `Rainbow' Division Memorial Highway.""",,,Forty-second Rainbow Division,,35.0,false,seq=5.6; last-mismatch:-4; human:+40; state-miss(Ohio):-10; us:+5,,,,,,,,,,,,,,,,,,,,,,
